sample_id,category,defect_type,dice,iou,precision,recall,predicted_positive_rate,search_region_recall,pixel_auroc,pixel_ap,aupro,disposition,confidence
macaroni2/bad/086,macaroni2,bad,0.006718373520462899,0.003370508929201666,0.0034042098133922685,0.25398936170212766,0.03740466666666667,0.0,0.9324897129101148,0.003795780140872806,0.6978293259938558,needs_review,0.3110264465501495
macaroni2/bad/087,macaroni2,bad,0.027884223399918466,0.014139242599636183,0.01424604276589836,0.6535031847133758,0.024006666666666666,0.0,0.9826647916018725,0.0795938523478134,0.9339503447214763,needs_review,0.37301656989139476
macaroni2/bad/088,macaroni2,bad,0.026598844910719018,0.013478681129846418,0.013609499539120534,0.5837209302325581,0.024590666666666667,1.0,0.9767916167284747,0.015855184923967786,0.907771388689677,needs_review,0.2602837095569575
macaroni2/bad/089,macaroni2,bad,0.0509628302731751,0.02614769541840908,0.026307272643210505,0.81169757489301,0.014419333333333333,0.0,0.9810025797895494,0.08536281055654701,0.9252871076265972,needs_review,0.26492412051480796
macaroni2/bad/090,macaroni2,bad,0.09774349527976053,0.05138292077709859,0.05140469847420683,0.991822429906542,0.022021333333333334,0.0,0.9951887269969858,0.30757072290970244,0.9807764490445455,soft_mask_only,0.5169785533383936
macaroni2/bad/091,macaroni2,bad,0.07730840320377166,0.04020842621489077,0.04034219575610165,0.9238156209987196,0.023846,0.32842509603072984,0.9622485744391182,0.20699257609712785,0.9683621923128765,soft_mask_only,0.4702274405977307
macaroni2/bad/092,macaroni2,bad,0.0,0.0,0.0,0.0,0.013617333333333334,1.0,0.9743782262990931,0.007836749734216612,0.9068554639816284,needs_review,0.39910954375111213
macaroni2/bad/093,macaroni2,bad,0.03911020966070681,0.019945134016909515,0.019964437642080623,0.953763440860215,0.029619333333333334,0.0,0.9901358734888749,0.06894463820507539,0.946279764175415,needs_review,0.33593562231274693
macaroni2/bad/094,macaroni2,bad,0.014771197846567968,0.007440551855053304,0.007520471442765615,0.41181988742964354,0.038916,0.2870544090056285,0.9470077038062955,0.006886173728893012,0.808057834704717,needs_review,0.21587950365670883
macaroni2/bad/095,macaroni2,bad,0.029805352798053526,0.015128125964803951,0.015167930660888408,0.8521739130434782,0.038766,1.0,0.9805365860253559,0.09314394684975204,0.9382168451944988,needs_review,0.09657083094521567
macaroni2/bad/096,macaroni2,bad,0.06447386890001404,0.03331077161090698,0.03339634530560807,0.9285714285714286,0.013754,0.0,0.9861328025339572,0.022770921062503686,0.9371215105056763,needs_review,0.33593562231274693
macaroni2/bad/097,macaroni2,bad,0.0,0.0,0.0,0.0,0.011864,0.0,0.9339343889797639,0.018992071913704094,0.7158838212490082,needs_review,0.33593562231274693
macaroni2/bad/098,macaroni2,bad,0.0,0.0,0.0,0.0,0.021145333333333332,0.0,0.9467845054503173,0.005202719313316594,0.8440232276916504,soft_mask_only,0.4702274405977307
macaroni2/bad/099,macaroni2,bad,0.012792459181955899,0.0064374047094697615,0.006471720285436926,0.5483405483405484,0.03914466666666667,0.0,0.955455035425982,0.005363373585584406,0.8060742417971294,needs_review,0.2881364593943057
pcb1/bad/000,pcb1,bad,0.04812562492828692,0.024656107761299315,0.02467932014188928,0.963254593175853,0.03959514870729824,1.0,0.9421219585906131,0.011428444231893323,0.7984592517217001,soft_mask_only,0.5169785533383936
pcb1/bad/001,pcb1,bad,0.02556292996333,0.012946945917529413,0.012946945917529413,1.0,0.08673549538035519,0.0,0.976209204148608,0.04927936885766715,0.9133568406105042,needs_review,0.33593562231274693
pcb1/bad/002,pcb1,bad,0.0248438138611549,0.012578151558597041,0.012578151558597041,1.0,0.09007242324999334,0.0,0.9831567401715299,0.054943720647957515,0.9356834491093954,soft_mask_only,0.5169785533383936
pcb1/bad/003,pcb1,bad,0.024527601130877034,0.012416068756474696,0.012416068756474696,1.0,0.08674481454855287,0.0,0.9859582100889338,0.05868805322478647,0.9418047467867534,soft_mask_only,0.48444374881296326
pcb1/bad/004,pcb1,bad,0.020280760920143928,0.010244261165825778,0.010244261165825778,1.0,0.14301728040045797,0.0,0.974744943305771,0.04076223955875743,0.9117685755093893,soft_mask_only,0.4702274405977307
pcb1/bad/005,pcb1,bad,0.030874368302904978,0.01567922727017465,0.01567922727017465,1.0,0.11853316292568629,0.0,0.9821757008340605,0.07218080629873144,0.9335745374361675,soft_mask_only,0.4702274405977307
pcb1/bad/006,pcb1,bad,0.11372006386375731,0.060288010111953776,0.060527091028575314,0.9385101897399859,0.02937468381393615,1.0,0.9434983337038815,0.025239923407084877,0.8061254024505615,soft_mask_only,0.4702274405977307
pcb1/bad/007,pcb1,bad,0.06270623320368754,0.03236795280014984,0.03236795280014984,1.0,0.056862901722714805,0.0,0.9594084400731402,0.029372643291672385,0.8566099405288696,soft_mask_only,0.4702274405977307
pcb1/bad/008,pcb1,bad,0.041576550780880794,0.021229602207560667,0.021229602207560667,1.0,0.11723646723646723,0.0,0.9823859838640565,0.08995218634740607,0.9339721004168193,soft_mask_only,0.4702274405977307
pcb1/bad/009,pcb1,bad,0.19301440828881333,0.1068156875041996,0.1068156875041996,1.0,0.029719493037250046,0.0,0.9787566718142809,0.1109137861404309,0.92079758644104,soft_mask_only,0.4702274405977307
pcb1/bad/010,pcb1,bad,0.0,0.0,0.0,0.0,0.05018771467369598,0.0,0.9800718434220712,0.10665333195472762,0.9456326564153036,soft_mask_only,0.4702274405977307
pcb1/bad/011,pcb1,bad,0.19131931636542482,0.10577838205302516,0.10577838205302516,1.0,0.024479457890672844,0.0,0.9859767745400629,0.10244157228769382,0.9394882122675579,soft_mask_only,0.5169785533383936
pcb1/bad/012,pcb1,bad,0.033021385617193894,0.016787872209558956,0.016787872209558956,1.0,0.14718427989456026,0.0,0.97352301928609,0.06895134253700233,0.8978416522343954,soft_mask_only,0.4702274405977307
pcb1/bad/013,pcb1,bad,0.07448691543892665,0.03868419074176594,0.03868419074176594,1.0,0.0973939611790079,0.0,0.9716844269062731,0.09908836540260987,0.8973135550816854,soft_mask_only,0.4702274405977307
pcb1/bad/014,pcb1,bad,0.12579879248354928,0.06712128451258886,0.06712128451258886,1.0,0.04597611630321911,0.0,0.9804719976322246,0.10534565372174093,0.9229303399721782,soft_mask_only,0.5169785533383936
pcb1/bad/015,pcb1,bad,0.08358667924660167,0.043616206557018346,0.043616206557018346,1.0,0.03650584444976968,0.0,0.9611440650333329,0.021022629890520506,0.8672767877578735,soft_mask_only,0.4790178159833771
pcb1/bad/016,pcb1,bad,0.04798872766193825,0.024584247202865155,0.024584247202865155,1.0,0.09590489123199404,0.9695087521174478,0.9738675939281629,0.05292778706237354,0.9045605858167013,needs_review,0.33593562231274693
pcb1/bad/017,pcb1,bad,0.020883881228238577,0.010552125279642059,0.010552125279642059,1.0,0.18596732965891843,0.0,0.9706843013681704,0.03442468099819047,0.8964432279268901,needs_review,0.33593562231274693
pcb1/bad/018,pcb1,bad,0.02277568248881246,0.011519017992597387,0.011519017992597387,1.0,0.13470258540351998,0.38567138567138565,0.9652158796879717,0.022544249884914325,0.8814380566279094,needs_review,0.33593562231274693
pcb1/bad/019,pcb1,bad,0.05604782596347732,0.02883189551268472,0.028853604690264194,0.9745679012345679,0.09105759245946161,0.0,0.9484763294761893,0.028403984540362172,0.8003168801466625,soft_mask_only,0.4702274405977307
pcb1/bad/020,pcb1,bad,0.24140986132511555,0.1372746588395067,0.13727766581967932,0.9998404594767071,0.030388476182868707,0.34763880025526483,0.9643967452810139,0.07544351169450549,0.9242099523544312,needs_review,0.3970674475118477
pcb1/bad/021,pcb1,bad,0.0429961455682218,0.021970393911516266,0.021970393911516266,1.0,0.07959235295683893,0.0,0.9879803007777692,0.09270720565636736,0.9699746966362,soft_mask_only,0.4702274405977307
pcb1/bad/022,pcb1,bad,0.04231178666235464,0.021613138585647226,0.021613138585647226,1.0,0.09670767100673643,0.0,0.9653355100873545,0.03054912975343607,0.881296197573344,needs_review,0.1922170403249654
pcb1/bad/023,pcb1,bad,0.052127299054191445,0.026761142567930916,0.026761142567930916,1.0,0.04208669489043321,1.0,0.989768903418859,0.060446880437170745,0.9674028555552165,needs_review,0.3339717506387313
